injury_status,practice_description,team,last_name,birth_country,search_full_name,sport,gsis_id,high_school,depth_chart_position,college,first_name,active,birth_state,news_updated,full_name,rotoworld_id,age,weight,swish_id,depth_chart_order,status,competitions,team_abbr,injury_body_part,hashtag,search_last_name,height,number,player_id,search_first_name,birth_city,opta_id,injury_start_date,pandascore_id,sportradar_id,birth_date,fantasy_data_id,yahoo_id,team_changed_at,espn_id,years_exp,fantasy_positions,rotowire_id,search_rank,position,practice_participation,stats_id,metadata,oddsjam_id,injury_notes
IR,,MIN,Murphy,,gabrielmurphy,nfl,,Bishop Lynch (TX),LB,UCLA,Gabriel,True,,1724798155364.0,Gabriel Murphy,,23.0,247,1170971.0,,Inactive,[],,Undisclosed,#gabrielmurphy-NFL-MIN-59,murphy,74,59.0,11908,gabriel,,,,,5fc2d240-0584-11ef-8635-b3775ac92fb2,2000-10-13,,,,,0.0,['DL'],17774.0,674.0,DL,,,"{'channel_id': '1113708709202128896', 'rookie_year': '2024'}",BFD6D415C6B5,
,,,Grant,,anthonygrant,nfl,,Buford (GA),,Nebraska,Anthony,True,,,Anthony Grant,,25.0,205,,,Active,[],,,#anthonygrant-NFL-FA,grant,71,,12350,anthony,,,,,971f7c00-0c98-11ef-bc27-c9a5b892264e,1999-02-27,,,,,0.0,['RB'],,9999999.0,RB,,,"{'channel_id': '1113708731373219840', 'rookie_year': ''}",,
,,,Alexander,,deontezalexander,nfl, 00-0034715,Manual (IN),,Franklin,Deontez,True,,1660699219475.0,Deontez Alexander,,26.0,180,952047.0,,Active,[],,,#deontezalexander-NFL-FA-82,alexander,75,82.0,5703,deontez,,,,,7ecb04f9-b8b7-419b-9f73-8a7f55804074,1996-07-25,20626.0,31705.0,,4055563.0,4.0,['WR'],13309.0,9999999.0,WR,,952047.0,{'channel_id': '1116853147856273408'},,
,,,Seferian-Jenkins,,austinseferianjenkins,nfl,00-0031418,Gig Harbor (WA),,Washington,Austin,False,,1584374115144.0,Austin Seferian-Jenkins,9400.0,29.0,262,,,Inactive,[],,,#austinseferianjenkins-NFL-FA-88,seferianjenkins,77,88.0,2222,austin,,,,,e78261de-af00-4530-824c-500addbe9f98,1992-09-29,16608.0,27566.0,,16795.0,8.0,['TE'],9241.0,9999999.0,TE,,593347.0,,,
,,,McEvoy,,tannermcevoy,nfl, 00-0032475,Bergen Catholic (NJ),,Wisconsin,Tanner,False,,1564595722763.0,Tanner McEvoy,,28.0,230,,,Inactive,[],,,#tannermcevoy-NFL-FA-87,mcevoy,78,87.0,3788,tanner,,,,,8ac8cc85-6599-4956-819e-0887ccb72993,1993-01-26,18602.0,29825.0,,2577684.0,6.0,['WR'],11561.0,9999999.0,WR,,604926.0,,,
,,GB,Russell,,chrisrussell,nfl,,Dyersburg (TN),,Texas A&M,Chris,True,,1724999707898.0,Chris Russell,,,235,1180326.0,,Active,[],,,#chrisrussell-NFL-GB-46,russell,73,46.0,12442,chris,,,,,e04e3210-59ad-11ef-81aa-67cc18af09a0,,,,,,0.0,['LB'],18433.0,9999999.0,LB,,,"{'channel_id': '1129180667813314560', 'rookie_year': '2024'}",C872F59F6F447161,
,,,Williams,,marcuswilliams,nfl, 00-0031151,Hopkins (MN),,North Dakota State,Marcus,False,,1547849159614.0,Marcus Williams,,30.0,196,,,Inactive,[],,,#marcuswilliams-NFL-FA-31,williams,71,31.0,1960,marcus,,,,,02eb6a66-8d0d-42a4-a2c9-10e028908910,1991-03-24,16214.0,28204.0,,2508192.0,8.0,['DB'],10001.0,9999999.0,CB,,559857.0,,,
,,GB,Kaufusi,,bronsonkaufusi,nfl,00-0033117,Timpview (UT),,BYU,Bronson,True,,1630520460191.0,Bronson Kaufusi,11381.0,30.0,270,695300.0,,Active,[],,,#bronsonkaufusi-NFL-GB-45,kaufusi,78,45.0,3239,bronson,,,,,dac819b2-245f-4845-a73e-b6f92fbe3abb,1991-07-06,18000.0,29304.0,,2980444.0,6.0,['TE'],11087.0,405.0,TE,,695300.0,{'channel_id': '1116852840644476928'},,
,,,Miller,,stevemiller,nfl,,,,Ohio State,Steve,False,,,Steve Miller,,25.0,255,,,Inactive,[],,,#stevemiller-NFL-FA-76,miller,"6'3""",76.0,2855,steve,,,,,36073f13-1b2c-4a7d-90d8-306d269935fd,1992-02-28,17323.0,28734.0,,2576391.0,0.0,['DL'],,9999999.0,DE,,,,,
,,,Davis,,kellendavis,nfl,,Adrian (MI),,Michigan State,Kellen,False,,,Kellen Davis,,34.0,265,,,Inactive,[],,,#kellendavis-NFL-FA-47,davis,"6'7""",47.0,328,kellen,,,,,a5210045-10f8-4f59-9547-675fd0f27840,1985-10-11,8142.0,8935.0,,11392.0,12.0,['TE'],5787.0,9999999.0,TE,,264657.0,,,
,,,Nzeocha,,ericnzeocha,nfl,00-0034008,,,Wyoming,Eric,True,,1546274444570.0,Eric Nzeocha,,28.0,218,,,Inactive,[],,,#ericnzeocha-NFL-FA-46,nzeocha,75,46.0,4736,eric,,,,,0d48b2af-aed0-49be-9945-6c091040206b,1993-04-01,19651.0,30881.0,,2976179.0,5.0,['LB'],12521.0,9999999.0,OLB,,,{'channel_id': '1116853014951362560'},,
Questionable,,,Swann,,jordanswann,nfl,,St. Frances Academy (MD),,James Madison,Jordan,True,,1692579361355.0,Jordan Swann,,24.0,194,1056757.0,,Inactive,[],,Undisclosed,#jordanswann-NFL-FA-33,swann,70,33.0,11527,jordan,,,,,6aaeb570-0012-11ee-bd2a-47809b928f9a,1999-02-25,,,,,1.0,['DB'],17645.0,9999999.0,CB,,,{'channel_id': '1116852699837497344'},,
,,,George,,danielgeorge,nfl,,Oxon Hill (MD),,Akron,Daniel,True,,,Daniel George,,,210,,,Active,[],,,#danielgeorge-NFL-FA,george,74,,12311,daniel,,,,,624f6e00-0c7e-11ef-8b40-f91b7dd1253a,,,,,,0.0,['WR'],,9999999.0,WR,,,"{'channel_id': '1116852721408802816', 'rookie_year': '2024'}",,
,,,Gray,,alexgray,nfl,,Peachtree Ridge (GA),,Appalachian State,Alex,True,,,Alex Gray,,28.0,225,,,Active,[],,,#alexgray-NFL-FA-0,gray,75,0.0,4473,alex,,,,,d149dad5-b0b6-45fe-be2b-68479b1295d1,1993-09-15,19341.0,30474.0,,2973659.0,5.0,['DB'],,9999999.0,FS,,,{'channel_id': '1116852972412731392'},,
,,,Anyalebechi,,kelechianyalebechi,nfl,,Shadow Creek (TX),,Incarnate Word,Kelechi,True,,,Kelechi Anyalebechi,,22.0,240,1121999.0,,Active,[],,,#kelechianyalebechi-NFL-FA-54,anyalebechi,72,54.0,11143,kelechi,,,,,505878c0-e84b-11ed-a535-5d75c0812cf9,2000-09-15,,,,,1.0,['LB'],17469.0,9999999.0,LB,,,{'channel_id': '1116852656258678784'},,
,,,Hal,,andrehal,nfl,00-0031087,Port Allen (LA),,Vanderbilt,Andre,False,,1554248138033.0,Andre Hal,9628.0,29.0,195,,,Inactive,[],,,#andrehal-NFL-FA-29,hal,70,29.0,1952,andre,,,,,513caa63-d30d-4cde-b605-8cf825a4ef27,1992-05-30,16203.0,27744.0,,17467.0,8.0,['DB'],9676.0,9999999.0,FS,,555644.0,,,
,,WAS,Ertz,,zachertz,nfl,00-0030061,Monte Vista (CA),TE,Stanford,Zach,True,,1723760710430.0,Zach Ertz,8409.0,33.0,250,503177.0,2.0,Active,[],,,#zachertz-NFL-WAS-86,ertz,77,86.0,1339,zach,,,,,de3421f7-2147-4835-89a5-724e87bad463,1990-11-10,14856.0,26658.0,,15835.0,11.0,['TE'],8781.0,258.0,TE,,503177.0,"{'channel_id': '1113708700247289856', 'rookie_year': '2013'}",F0CCDCCFD735,
,,JAX,Lloyd,,devinlloyd,nfl,,Otay Ranch (CA),MLB,Utah,Devin,True,,1708561212340.0,Devin Lloyd,,25.0,235,1052311.0,1.0,Active,[],,,#devinlloyd-NFL-JAX-33,lloyd,75,33.0,8329,devin,,,,,95490459-68e2-4c72-bb60-eae1aab0ecb3,1998-09-30,,,,,2.0,['LB'],16006.0,200.0,LB,,,"{'channel_id': '1113708891553689600', 'rookie_year': '2022'}",6DC19EA2875B,
,,,Robertson,,craigrobertson,nfl,00-0028834,Stafford (TX),,North Texas,Craig,True,,1578539449382.0,Craig Robertson,,33.0,234,,,Inactive,[],,,#craigrobertson-NFL-FA-52,robertson,73,52.0,1272,craig,,,,,e699246f-a474-4f91-a164-49b1d80bdad7,1988-02-11,14711.0,25689.0,,14860.0,10.0,['LB'],8531.0,696.0,LB,,,{'channel_id': '1116852728039997440'},,
,,,Willis,,coreywillis,nfl,00-0034493,Holland,,Central Michigan,Corey,True,,,Corey Willis,,26.0,172,,,Active,[],,,#coreywillis-NFL-FA-83,willis,70,83.0,5155,corey,,,,,89751c60-6b8c-43ff-a7fa-edf7ffb2a699,1995-05-02,20082.0,31327.0,,3044711.0,4.0,['WR'],13224.0,9999999.0,WR,,729691.0,{'channel_id': '1116853062963560448'},,
,,,Hodges,,buckyhodges,nfl,00-0033966,Virginia Beach Salem (VA),,Virginia Tech,Bucky,True,,1573600255184.0,Bucky Hodges,12275.0,26.0,245,,,Active,[],,,#buckyhodges-NFL-FA-0,hodges,78,0.0,4184,bucky,,,,,aad59ab5-1450-465d-96a6-fb10a9fca368,1995-08-08,19030.0,30314.0,,3045466.0,5.0,['TE'],11694.0,9999999.0,TE,,742420.0,{'channel_id': '1116852934106152960'},,
,,,Meeks,,jonathanmeeks,nfl,,Rock Hill (SC),,Clemson,Jonathan,False,,,Jonathan Meeks,,30.0,209,,,Inactive,[],,,#jonathanmeeks-NFL-FA-36,meeks,"6'0""",36.0,1350,jonathan,,,,,c3028465-9dce-4e8f-9f1b-2da73bce2d14,1989-11-08,14869.0,26766.0,,15956.0,7.0,['DB'],8946.0,9999999.0,SS,,,,,
,,GB,Whelan,,danielwhelan,nfl,,Rancho Mirage (CA),P,UC Davis,Daniel,True,,,Daniel Whelan,,25.0,216,,,Active,[],,,#danielwhelan-NFL-GB-19,whelan,77,19.0,8674,daniel,,,,,cd141ff0-cc9e-11ec-952e-a10f2c98fc4d,1999-02-10,,,,,2.0,['P'],,9999999.0,P,,,"{'channel_id': '1113708801661366272', 'rookie_year': '2022'}",A68AE15B4CBC,
,,,Williams,,malikwilliams,nfl,,Chester Senior (SC),,Appalachian State,Malik,True,,1654274742041.0,Malik Williams,,24.0,185,975350.0,,Active,[],,,#malikwilliams-NFL-FA-0,williams,70,0.0,8770,malik,,,,,2b686e80-d2e9-11ec-96a0-c3471a31202c,1999-01-14,,,,,1.0,['WR'],16502.0,9999999.0,WR,,,"{'channel_id': '1116853527453368320', 'years_exp_shift': '1'}",,
,,,Tate,,bentate,nfl,,,,Auburn,Ben,False,,,Ben Tate,,29.0,220,,,Inactive,[],,,#bentate-NFL-FA-44,tate,"5'11""",44.0,1004,ben,,,,,c8e9990a-9d89-411c-9d99-c0afa7eaef8c,1988-08-21,13557.0,,,13210.0,5.0,['RB'],,9999999.0,RB,,,,,
,,MIN,Feeney,,danfeeney,nfl,00-0033910,Sandburg (IL),OL,Indiana,Dan,True,,1710892843159.0,Dan Feeney,12257.0,30.0,305,696087.0,,Active,[],,,#danfeeney-NFL-MIN-69,feeney,76,69.0,4122,dan,,,,,92c2dfb2-6929-4192-94cb-9ae6845dd2f6,1994-05-29,18968.0,30184.0,,2979482.0,7.0,['OL'],11793.0,9999999.0,OL,,,"{'channel_id': '1113708710816935936', 'rookie_year': '2017'}",294EE4B651CB,
,,,Bivens,,quentinbivens,nfl,,Waynesboro (MS),,Southern Miss,Quentin,True,,,Quentin Bivens,,,305,,,Active,[],,,#quentinbivens-NFL-FA,bivens,75,,12307,quentin,,,,,b9310a70-0c84-11ef-97b7-4f39e5bd6f80,,,,,,0.0,['DL'],,9999999.0,DL,,,"{'channel_id': '1116852720624467968', 'rookie_year': '2024'}",,
,,,Stinson,,edstinson,nfl,,South Dade (FL),,Alabama,Ed,False,,1510615801895.0,Ed Stinson,,30.0,287,,,Inactive,[],,,#edstinson-NFL-FA-97,stinson,"6'3""",97.0,2250,ed,,,,,c406f27e-0bd9-4ac9-b18b-07cd74bfdd32,1990-02-15,16655.0,27688.0,,16840.0,6.0,['DL'],9413.0,9999999.0,DT,,508668.0,,,
,,TB,Thomas,,tavierrethomas,nfl,00-0034488,Allen Academy (MI),NB,Ferris State,Tavierre,True,,1722060346446.0,Tavierre Thomas,,28.0,205,1115407.0,2.0,Active,[],,,#tavierrethomas-NFL-TB-37,thomas,70,37.0,5519,tavierre,,,,,0a63f97d-9cc2-44d0-b65a-ac2e78db73f9,1996-03-11,20217.0,31321.0,,4334405.0,6.0,['DB'],13219.0,9999999.0,DB,,,"{'channel_id': '1113708726755291136', 'rookie_year': '2018'}",98F744C38BC4,
,,SEA,Russell,,bradyrussell,nfl,,Fossil Ridge (CO),TE,Colorado,Brady,True,,1712601924346.0,Brady Russell,,26.0,250,1064955.0,5.0,Active,[],,,#bradyrussell-NFL-SEA-38,russell,75,38.0,11280,brady,,,,,c3c08060-eb74-11ed-aecd-85bc826ed43e,1998-08-31,,,,,1.0,['TE'],17235.0,544.0,TE,,,"{'channel_id': '1113708724658139136', 'rookie_year': '2023'}",AFDD0190F5C7,
,,,Queiro,,kylequeiro,nfl,00-0034566,Bergen Catholic,,Northwestern,Kyle,True,,,Kyle Queiro,,27.0,230,,,Active,[],,,#kylequeiro-NFL-FA-0,queiro,74,0.0,5676,kyle,,,,,3422e0da-2496-4e8c-b716-599b5782a567,1994-12-18,20205.0,31292.0,,3045249.0,4.0,"['DB', 'LB']",13254.0,9999999.0,ILB,,,{'channel_id': '1116853142437232640'},,
,,ARI,Benson,,treybenson,nfl,,St. Joseph Catholic (MS),RB,Florida State,Trey,True,,1724342442667.0,Trey Benson,,22.0,223,1248031.0,2.0,Active,[],,,#treybenson-NFL-ARI-33,benson,73,33.0,11589,trey,,,,,0c1253f2-1822-445d-8590-fea6fd32703f,2002-07-23,,,,,0.0,['RB'],17767.0,109.0,RB,,,"{'channel_id': '1113708844208386048', 'rookie_year': '2024'}",CE0DD0AD4D9A,
,,,Butler,,rodneybutler,nfl,,Palm Springs,,New Mexico State,Rodney,True,,,Rodney Butler,,,240,,,Active,[],,,#rodneybutler-NFL-FA-46,butler,73,46.0,4834,rodney,,,,,c1e6281e-8f7c-4fe1-a1a5-b281a4fefaf9,,19737.0,30944.0,,3053997.0,5.0,['LB'],12377.0,9999999.0,LB,,,{'channel_id': '1116853029388156928'},,
,,,Suggs,,terrellsuggs,nfl,00-0022161,Hamilton (AZ),,Arizona State,Terrell,True,,1582317335434.0,Terrell Suggs,2237.0,39.0,265,,,Active,[],,,#terrellsuggs-NFL-FA-94,suggs,75,94.0,296,terrell,,,,,acc3b2c7-d229-41c6-bee6-0cc0c5c0cf29,1982-10-11,7383.0,6346.0,,4468.0,19.0,"['DL', 'LB']",3001.0,9999999.0,LB,,,{'channel_id': '1116852826425786368'},,
,,MIN,Harry,,nkealharry,nfl, 00-0035624,Chandler (AZ),,Arizona State,N'Keal,True,,1724884805406.0,N'Keal Harry,14055.0,26.0,225,910431.0,,Active,[],,,#nkealharry-NFL-MIN-13,harry,76,13.0,5878,nkeal,,,,,3e6e15ce-1c81-408e-9a94-b0a2924d0b8c,1997-12-17,20792.0,31864.0,,4047839.0,5.0,['TE'],13425.0,665.0,TE,,910431.0,"{'channel_id': '1113708707998363648', 'rookie_year': '2019'}",22416DD64B73,
,,,Invalid,,playerinvalid,nfl,,,,,Player,False,,,Player Invalid,,,,,,Inactive,[],,,#playerinvalid-NFL-FA,invalid,,,8257,player,,,,,,,,,,,0.0,['QB'],,,QB,,,,,
,,,Brown-Dukes,,brandonbrowndukes,nfl,,,,Mercyhurst,Brandon,True,,,Brandon Brown-Dukes,,29.0,200,,,Active,[],,,#brandonbrowndukes-NFL-FA-38,browndukes,68,38.0,3816,brandon,,,,,5a1b445b-2a7b-483e-8a3e-b42c4d76e383,1992-04-29,18632.0,29903.0,,4012719.0,6.0,['RB'],11542.0,9999999.0,RB,,915350.0,{'channel_id': '1116852908848054272'},,
,,KC,Danna,,mikedanna,nfl,,Warren De La Salle (MI),RDE,Michigan,Mike,True,,1712357743917.0,Mike Danna,,26.0,257,865782.0,1.0,Active,[],,,#mikedanna-NFL-KC-51,danna,74,51.0,6958,mike,,,,,9e9d2934-a273-4e39-a413-d991d083297b,1997-12-01,22095.0,32847.0,,3915487.0,4.0,['DL'],14823.0,9999999.0,DE,,,"{'channel_id': '1113708750683795456', 'rookie_year': '2020'}",6BE925261591,
Questionable,,DET,Reader,,djreader,nfl,00-0032424,Grimsley (NC),LDT,Clemson,DJ,True,,1724722545471.0,DJ Reader,11459.0,30.0,335,653110.0,1.0,Active,[],,Quadriceps,#djreader-NFL-DET-98,reader,75,98.0,3322,dj,,,,,42bb4895-bdfb-40e2-8119-f5b06611bf1b,1994-07-01,18083.0,29400.0,,2977670.0,8.0,['DL'],11114.0,9999999.0,DT,,,"{'channel_id': '1113708811476037633', 'rookie_year': '2016'}",73AD6B74C96B,
Questionable,,KC,Morris,,wanyamorris,nfl,,Grayson (GA),OL,Oklahoma,Wanya,True,,1724420161746.0,Wanya Morris,,23.0,307,1161814.0,,Active,[],,Shoulder,#wanyamorris-NFL-KC-64,morris,78,64.0,10922,wanya,,,,,b8192dc2-d5a9-4ff6-a0f3-eeb9fc6d9aa6,2000-10-10,,,,,1.0,['OL'],16969.0,9999999.0,OL,,,"{'channel_id': '1113708751673651200', 'rookie_year': '2023'}",1966684316B8,
,,,DiNucci,,bendinucci,nfl,,Pine-Richland (PA),,James Madison,Ben,True,,1724779852681.0,Ben DiNucci,,27.0,215,879277.0,,Active,[],,,#bendinucci-NFL-FA-15,dinucci,74,15.0,7143,ben,,,,,c744ade6-bce2-4c71-8f1b-742cb183c8eb,1996-11-24,22146.0,32901.0,,3895785.0,4.0,['QB'],14832.0,485.0,QB,,,"{'channel_id': '1116853337195544576', 'rookie_year': '2020'}",9E0E5B71D3D4,
,,,Benton,,alrasheedbenton,nfl,,Shabazz,,West Virginia,Al-Rasheed,True,,,Al-Rasheed Benton,,27.0,238,,,Active,[],,,#alrasheedbenton-NFL-FA-0,benton,73,0.0,5690,alrasheed,,,,,69296b92-561f-4b57-b1db-c97f1431b0e8,1994-12-10,20280.0,31629.0,,3052687.0,4.0,['LB'],13192.0,9999999.0,ILB,,,{'channel_id': '1116853145574572032'},,
,,DET,Joseph,,kerbyjoseph,nfl,,Jones (FL),FS,Illinois,Kerby,True,,1721943938762.0,Kerby Joseph,,23.0,203,1122561.0,1.0,Active,[],,,#kerbyjoseph-NFL-DET-31,joseph,73,31.0,8348,kerby,,,,,2e49dfd3-44e3-4554-a81c-de2f53460cc7,2000-11-14,,,,,2.0,['DB'],16071.0,304.0,DB,,,"{'channel_id': '1113708810746228736', 'rookie_year': '2022'}",AE580C62FEE9,
,,,Kouandjio,,cyruskouandjio,nfl,00-0031335,DeMatha Catholic (MD),,Alabama,Cyrus,False,,1543953654729.0,Cyrus Kouandjio,9395.0,28.0,322,,,Inactive,[],,,#cyruskouandjio-NFL-FA-79,kouandjio,79,79.0,1814,cyrus,,,,,4c12aa37-07aa-46c9-9890-a5ba23f693fa,1993-07-21,15999.0,27572.0,,16796.0,8.0,['OL'],9287.0,9999999.0,T,,,,,
,,,Edwards,,lachlanedwards,nfl,00-0032449,Mornington (VIC),,Sam Houston State,Lachlan,True,,1636416932373.0,Lachlan Edwards,,30.0,210,751951.0,,Active,[],,,#lachlanedwards-NFL-FA-10,edwards,76,10.0,3390,lachlan,,,,,d57ef862-8cb9-4f27-a294-f86eb26b6cce,1992-04-27,18151.0,29469.0,,3061740.0,6.0,['P'],11027.0,9999999.0,P,,,{'channel_id': '1116852857463635968'},,
,,,Upshaw,,taylorupshaw,nfl,,Braden River (FL),,Arizona,Taylor,True,,,Taylor Upshaw,,24.0,270,,,Active,[],,,#taylorupshaw-NFL-FA,upshaw,77,,12022,taylor,,,,,f9e39770-0713-11ef-ab94-6d038587d458,1999-08-13,,,,,0.0,['DL'],,9999999.0,DE,,,"{'channel_id': '1113708887665569792', 'rookie_year': '2024'}",,
,,,Simon,,johnsimon,nfl,00-0030442,Cardinal Mooney (OH),,Ohio State,John,True,,1637709643326.0,John Simon,8547.0,31.0,260,509112.0,,Active,[],,,#johnsimon-NFL-FA-96,simon,74,96.0,1381,john,,,,,25a4ae85-e94b-4db1-b939-4c96f24ead11,1990-10-14,14904.0,26752.0,,16010.0,9.0,"['DL', 'LB']",8711.0,9999999.0,LB,,,"{'channel_id': '1116852734562140160', 'injury_override_regular_2020_5': 'COV'}",,
,,SEA,Bobo,,jakebobo,nfl,,Belmont Hill School (MA),LWR,Duke,Jake,True,,1722352255497.0,Jake Bobo,,26.0,207,1121050.0,4.0,Active,[],,,#jakebobo-NFL-SEA-19,bobo,76,19.0,10867,jake,,,,,7d80dd50-e9f5-11ed-9c34-3f26f2e7ed88,1998-08-04,,,,,1.0,['WR'],17040.0,562.0,WR,,,"{'channel_id': '1113708723286601728', 'rookie_year': '2023'}",29722AF545D1,
,,BAL,Likely,,isaiahlikely,nfl,,Everett (MA),TE,Coastal Carolina,Isaiah,True,,1719084608387.0,Isaiah Likely,,24.0,247,1125111.0,2.0,Active,[],,,#isaiahlikely-NFL-BAL-80,likely,76,80.0,8131,isaiah,,,,,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,2000-04-18,,,,,2.0,['TE'],16033.0,181.0,TE,,,"{'channel_id': '1113708873170055168', 'rookie_year': '2022'}",52ED3346AB9C,
,,,Weatherford,,steveweatherford,nfl,,North Vigo (IN),,Illinois,Steve,False,,,Steve Weatherford,,37.0,210,,,Inactive,[],,,#steveweatherford-NFL-FA-3,weatherford,"6'2""",3.0,484,steve,,,,,2d7263cd-2437-46a8-bca6-a224576e3063,1982-12-17,9814.0,8050.0,,10127.0,14.0,['P'],,9999999.0,P,,,,,
,,,Gervase,,jakegervase,nfl, 00-0035609,Assumption (IA),,Iowa,Jake,True,,1678931732408.0,Jake Gervase,,27.0,212,861676.0,,Active,[],,,#jakegervase-NFL-FA-54,gervase,73,54.0,6687,jake,,,,,e22127ac-1bc7-4f68-bc34-6e20f82a4c24,1995-09-18,21588.0,32603.0,,3144988.0,4.0,['LB'],14310.0,9999999.0,LB,,,{'channel_id': '1116853293184712704'},,
,,,Best,,jahvidbest,nfl,,,,California,Jahvid,False,,,Jahvid Best,5630.0,29.0,199,,,Inactive,[],,,#jahvidbest-NFL-FA-44,best,"5'10""",44.0,592,jahvid,,,,,,1989-01-30,11373.0,,,,3.0,['RB'],,9999999.0,RB,,,,,
,,KC,Mahomes,,patrickmahomes,nfl,00-0033873,Whitehouse (TX),QB,Texas Tech,Patrick,True,,1724086846847.0,Patrick Mahomes,12142.0,28.0,225,839031.0,1.0,Active,[],,,#patrickmahomes-NFL-KC-15,mahomes,74,15.0,4046,patrick,,,,,11cad59d-90dd-449c-a839-dddaba4fe16c,1995-09-17,18890.0,30123.0,,3139477.0,7.0,['QB'],11839.0,3.0,QB,,839031.0,"{'channel_id': '1113708747563233280', 'rookie_year': '2017'}",B671C99CB711,
,,ARI,Cardinals,,,nfl,,,,,Arizona,True,,,,,,,,,,,,,,,,,ARI,,,,,,,,,,,,,['DEF'],,,DEF,,,,,
,,,Rourke,,nathanrourke,nfl,,Edgewood Academy (AL),,Ohio,Nathan,True,,1723408540508.0,Nathan Rourke,,26.0,210,1049888.0,,Active,[],,,#nathanrourke-NFL-FA-16,rourke,73,16.0,8938,nathan,,,,,0c335820-9505-11ed-b971-3962699b1229,1998-05-24,,,,,1.0,['QB'],14646.0,324.0,QB,,,"{'channel_id': '1113708673546350592', 'rookie_year': '2023'}",7C77E9E6FA41,
,,,Caputo,,michaelcaputo,nfl,,,,Wisconsin,Michael,False,,,Michael Caputo,,,205,,,Inactive,[],,,#michaelcaputo-NFL-FA-27,caputo,"6'1""",27.0,3431,michael,,,,,d4112c0c-0d35-4e66-953c-ced7d94ed56e,,18195.0,29839.0,,2576428.0,0.0,['LB'],11664.0,9999999.0,OLB,,,,,
,,LAR,Robinson,,demarcusrobinson,nfl,00-0032775,Peach County (GA),LWR,Florida,Demarcus,True,,1723382736376.0,Demarcus Robinson,11438.0,29.0,202,727279.0,3.0,Active,[],,,#demarcusrobinson-NFL-LAR-15,robinson,73,15.0,3286,demarcus,,,,,46b16198-116f-4913-85db-2bc21462bd66,1994-09-21,18047.0,29360.0,,3043116.0,8.0,['WR'],11163.0,225.0,WR,,727279.0,"{'channel_id': '1113708702830981120', 'rookie_year': '2016'}",4EF590933FAA,
,,,Cooper,,fahncooper,nfl,,Crystal Lake South (IL),,Mississippi,Fahn,True,,,Fahn Cooper,,28.0,306,,,Active,[],,,#fahncooper-NFL-FA-64,cooper,77,64.0,3330,fahn,,,,,16cbc76a-3cdb-496e-95dd-6d0098808800,1993-04-30,18091.0,29408.0,,2574339.0,6.0,['OL'],10979.0,9999999.0,OT,,,{'channel_id': '1116852850937298944'},,
,,PHI,McCollum,,tristinmccollum,nfl,,Ball (TX),SS,Sam Houston,Tristin,True,,1659551728210.0,Tristin McCollum,,25.0,195,1057771.0,2.0,Active,[],,,#tristinmccollum-NFL-PHI-36,mccollum,75,36.0,8542,tristin,,,,,151a3910-c966-11ec-9af6-61153bad5574,1999-05-03,,,,,2.0,['DB'],16545.0,9999999.0,DB,,,"{'channel_id': '1113708714067521536', 'rookie_year': '2022'}",1A21DEB3E8B9,
,,,Panasiuk,,jacubpanasiuk,nfl,,Lake Park West (IL),,Michigan State,Jacub,True,,,Jacub Panasiuk,,23.0,255,1057469.0,,Active,[],,,#jacubpanasiuk-NFL-FA-0,panasiuk,76,0.0,8590,jacub,,,,,2e967c70-ca63-11ec-bdda-4fe5bed84950,1999-06-14,,,,,1.0,['DL'],16361.0,9999999.0,DE,,,"{'channel_id': '1116853502501453824', 'years_exp_shift': '1'}",,
,,,Felton,,demetricfelton,nfl,,Great Oak (CA),,UCLA,Demetric,True,,1724802357431.0,Demetric Felton,,26.0,190,914812.0,,Active,[],,,#demetricfelton-NFL-FA-36,felton,69,36.0,7609,demetric,,,,,0752f1c9-fc3e-44bc-b6ad-03f8f7f4191c,1998-07-16,,,,,3.0,['RB'],15266.0,348.0,RB,,,"{'channel_id': '1116853409190772736', 'rookie_year': '2021'}",CB8627C732E8,
,,,Boggs,,taylorboggs,nfl,,Upland (CA),,Humboldt State,Taylor,False,,,Taylor Boggs,,33.0,302,,,Inactive,[],,,#taylorboggs-NFL-FA-57,boggs,"6'3""",57.0,1748,taylor,,,,,dbdd3f14-29a4-4060-a04e-2af906eaab8b,1987-02-20,15749.0,25437.0,,14725.0,9.0,['OL'],9009.0,9999999.0,G,,,,,
,,TB,Contressa,,augiecontressa,nfl,,Commack (NY),,Stony Brook,Augie,True,,,Augie Contressa,,,210,,,Active,[],,,#augiecontressa-NFL-TB-37,contressa,72,37.0,7959,augie,,,,,01e8d2da-0d00-4016-aa36-0a9f9415b224,,,,,,1.0,['DB'],15718.0,,DB,,,"{'channel_id': '1116853442225111040', 'rookie_year': '2021'}",,
,,,Gamble,,patrickgamble,nfl,,Central Carroll (GA),,Georgia Tech,Patrick,True,,,Patrick Gamble,,27.0,277,,,Active,[],,,#patrickgamble-NFL-FA-0,gamble,77,0.0,4436,patrick,,,,,2a578fcd-2caf-49ba-8306-88b3ec5a4c7c,1994-02-02,19297.0,30572.0,,2971497.0,5.0,['DL'],12236.0,9999999.0,DE,,,{'channel_id': '1116852966695895040'},,
